candidate_id,rank,score,reasoning
CAND_0020991,29,46.6829,"4.9 years of professional experience. Currently works as junior ml engineer at phonepe. Matches important JD skills including lora, opensearch, python, qlora, weaviate. Experience falls within the desired range. Career history demonstrates partial alignment with the JD. Has experience in product-focused engineering environments. Shows strong GitHub activity. Currently marked as open to work. Some experience is outside the primary focus of the role. Overall, this profile is a strong match for the position."
CAND_0052328,30,46.5921,"6.5 years of professional experience. Currently works as recommendation systems engineer at amazon. Matches important JD skills including lora, opensearch, python, qlora. Experience falls within the desired range. Career history demonstrates partial alignment with the JD. Has experience in product-focused engineering environments. Shows strong GitHub activity. Currently marked as open to work. Short notice period supports faster availability. Some experience is outside the primary focus of the role. Overall, this profile is a strong match for the position."
CAND_0039754,31,46.4702,"16.2 years of professional experience. Currently works as senior applied scientist at meta. Matches important JD skills including elasticsearch, opensearch, python, qdrant, weaviate. Experience is below the preferred range. Career history shows good alignment with the JD. Has experience in product-focused engineering environments. Shows strong GitHub activity. Currently marked as open to work. Short notice period supports faster availability. Some experience is outside the primary focus of the role. Overall, this profile is a good match for the position."
CAND_0052706,32,46.3428,"5.1 years of professional experience. Currently works as ai research engineer at swiggy. Matches important JD skills including lora, peft, pinecone, weaviate. Experience falls within the desired range. Career history demonstrates partial alignment with the JD. Has experience in product-focused engineering environments. Currently marked as open to work. Some experience is outside the primary focus of the role. Overall, this profile is a good match for the position."
CAND_0067866,33,46.1846,"6.4 years of professional experience. Currently works as senior software engineer (ml) at tech mahindra. Matches important JD skills including elasticsearch, embeddings, lora, peft, qdrant. Experience falls within the desired range. Career history shows good alignment with the JD. Currently marked as open to work. Overall, this profile is a good match for the position."
CAND_0026532,34,46.1668,"4.8 years of professional experience. Currently works as recommendation systems engineer at zomato. Matches important JD skills including embeddings, faiss, lora, milvus, peft. Experience falls within the desired range. Career history demonstrates partial alignment with the JD. Has experience in product-focused engineering environments. Currently marked as open to work. Some experience is outside the primary focus of the role. Overall, this profile is a good match for the position."
CAND_0066999,35,46.1272,"5.9 years of professional experience. Currently works as recommendation systems engineer at microsoft. Matches important JD skills including embeddings, faiss, opensearch, pinecone. Experience falls within the desired range. Career history demonstrates partial alignment with the JD. Has experience in product-focused engineering environments. Shows strong GitHub activity. Currently marked as open to work. Short notice period supports faster availability. Some experience is outside the primary focus of the role. Overall, this profile is a good match for the position."
CAND_0082086,36,46.0799,"6.0 years of professional experience. Currently works as senior software engineer (ml) at razorpay. Matches important JD skills including faiss, milvus, pinecone, qlora. Experience falls within the desired range. Career history demonstrates partial alignment with the JD. Has experience in product-focused engineering environments. Shows strong GitHub activity. Currently marked as open to work. Some experience is outside the primary focus of the role. Overall, this profile is a good match for the position."
CAND_0092278,37,46.0621,"6.8 years of professional experience. Currently works as senior nlp engineer at microsoft. Matches important JD skills including elasticsearch, milvus, peft, qlora. Experience falls within the desired range. Career history shows good alignment with the JD. Has experience in product-focused engineering environments. Some experience is outside the primary focus of the role. Overall, this profile is a good match for the position."
CAND_0086151,38,45.9929,"7.7 years of professional experience. Currently works as recommendation systems engineer at wysa. Matches important JD skills including elasticsearch, embeddings, lora, opensearch, peft. Experience falls within the desired range. Career history demonstrates partial alignment with the JD. Has experience in product-focused engineering environments. Shows strong GitHub activity. Currently marked as open to work. Some experience is outside the primary focus of the role. Overall, this profile is a good match for the position."
CAND_0040677,39,45.6379,"4.2 years of professional experience. Currently works as ai research engineer at swiggy. Matches important JD skills including elasticsearch, lora, python, qlora. Career history shows good alignment with the JD. Has experience in product-focused engineering environments. Currently marked as open to work. Some experience is outside the primary focus of the role. Overall, this profile is a good match for the position."
CAND_0050876,40,45.547,"6.0 years of professional experience. Currently works as applied ml engineer at freshworks. Matches important JD skills including faiss, opensearch, python, qdrant, qlora. Experience falls within the desired range. Career history demonstrates partial alignment with the JD. Shows strong GitHub activity. Currently marked as open to work. Some experience is outside the primary focus of the role. Overall, this profile is a good match for the position."
CAND_0061819,41,45.5405,"5.0 years of professional experience. Currently works as junior ml engineer at aganitha. Matches important JD skills including faiss, milvus, python, qdrant. Experience falls within the desired range. Career history demonstrates partial alignment with the JD. Has experience in product-focused engineering environments. Currently marked as open to work. Some experience is outside the primary focus of the role. Overall, this profile is a good match for the position."
CAND_0098780,42,45.5378,"5.9 years of professional experience. Currently works as ai research engineer at zomato. Matches important JD skills including milvus, peft, pinecone, weaviate. Experience falls within the desired range. Career history demonstrates partial alignment with the JD. Has experience in product-focused engineering environments. Currently marked as open to work. Some experience is outside the primary focus of the role. Overall, this profile is a good match for the position."
CAND_0096142,43,45.4439,"5.0 years of professional experience. Currently works as applied ml engineer at upgrad. Matches important JD skills including lora, pinecone, python, weaviate. Experience falls within the desired range. Career history demonstrates partial alignment with the JD. Shows strong GitHub activity. Currently marked as open to work. Some experience is outside the primary focus of the role. Overall, this profile is a good match for the position."
CAND_0010257,44,45.41,"6.5 years of professional experience. Currently works as senior data scientist at google. Matches important JD skills including milvus, opensearch, python, qdrant. Experience falls within the desired range. Career history demonstrates partial alignment with the JD. Has experience in product-focused engineering environments. Currently marked as open to work. Some experience is outside the primary focus of the role. Overall, this profile is a good match for the position."
CAND_0060072,45,45.1846,"5.7 years of professional experience. Currently works as staff machine learning engineer at amazon. Matches important JD skills including embeddings, milvus, pinecone, qdrant. Experience falls within the desired range. Career history shows good alignment with the JD. Has experience in product-focused engineering environments. Shows strong GitHub activity. Some experience is outside the primary focus of the role. Overall, this profile is a good match for the position."
CAND_0037566,46,45.1581,"6.9 years of professional experience. Currently works as machine learning engineer at linkedin. Matches important JD skills including elasticsearch, lora, pinecone, qlora. Experience falls within the desired range. Career history demonstrates partial alignment with the JD. Shows strong GitHub activity. Currently marked as open to work. Short notice period supports faster availability. Some experience is outside the primary focus of the role. Overall, this profile is a good match for the position."
CAND_0068811,47,45.0541,"8.0 years of professional experience. Currently works as applied ml engineer at freshworks. Matches important JD skills including embeddings, opensearch, peft, pinecone, qdrant. Experience falls within the desired range. Career history demonstrates partial alignment with the JD. Currently marked as open to work. Short notice period supports faster availability. Some experience is outside the primary focus of the role. Overall, this profile is a good match for the position."
CAND_0018549,48,45.0199,"6.8 years of professional experience. Currently works as recommendation systems engineer at uber. Matches important JD skills including elasticsearch, milvus, opensearch, qdrant, weaviate. Experience falls within the desired range. Career history demonstrates partial alignment with the JD. Has experience in product-focused engineering environments. Shows strong GitHub activity. Currently marked as open to work. Some experience is outside the primary focus of the role. Overall, this profile is a good match for the position."
CAND_0072660,49,44.9998,"7.1 years of professional experience. Currently works as machine learning engineer at unacademy. Matches important JD skills including elasticsearch, faiss, lora, opensearch, python. Experience falls within the desired range. Career history demonstrates partial alignment with the JD. Currently marked as open to work. Short notice period supports faster availability. Some experience is outside the primary focus of the role. Overall, this profile is a good match for the position."
CAND_0064326,50,44.8556,"7.6 years of professional experience. Currently works as search engineer at sarvam ai. Matches important JD skills including milvus, python, qlora, weaviate. Experience falls within the desired range. Career history demonstrates partial alignment with the JD. Shows strong GitHub activity. Currently marked as open to work. Some experience is outside the primary focus of the role. Overall, this profile is a good match for the position."
CAND_0041568,51,44.8428,"5.2 years of professional experience. Currently works as search engineer at haptik. Matches important JD skills including peft, pinecone, qdrant, weaviate. Experience falls within the desired range. Career history demonstrates partial alignment with the JD. Has experience in product-focused engineering environments. Currently marked as open to work. Some experience is outside the primary focus of the role. Overall, this profile is a good match for the position."
CAND_0055992,52,44.8122,"16.9 years of professional experience. Currently works as ai engineer at cred. Matches important JD skills including embeddings, faiss, milvus, opensearch. Experience is below the preferred range. Career history shows good alignment with the JD. Shows strong GitHub activity. Currently marked as open to work. Some experience is outside the primary focus of the role. Overall, this profile is a good match for the position."
CAND_0006557,53,44.7287,"7.9 years of professional experience. Currently works as nlp engineer at paytm. Matches important JD skills including elasticsearch, faiss, lora, opensearch, pinecone. Experience falls within the desired range. Career history demonstrates partial alignment with the JD. Currently marked as open to work. Some experience is outside the primary focus of the role. Overall, this profile is a good match for the position."
CAND_0091890,54,44.7053,"4.7 years of professional experience. Currently works as ai research engineer at verloop.io. Matches important JD skills including elasticsearch, milvus, opensearch, pinecone, weaviate. Career history demonstrates partial alignment with the JD. Shows strong GitHub activity. Currently marked as open to work. Some experience is outside the primary focus of the role. Overall, this profile is a good match for the position."
CAND_0045250,55,44.6596,"6.6 years of professional experience. Currently works as applied ml engineer at rephrase.ai. Matches important JD skills including embeddings, lora, milvus, peft, qdrant. Experience falls within the desired range. Career history shows good alignment with the JD. Short notice period supports faster availability. Some experience is outside the primary focus of the role. Overall, this profile is a good match for the position."
CAND_0010541,56,44.6595,"6.2 years of professional experience. Currently works as ai research engineer at wysa. Matches important JD skills including lora, pinecone, python, qdrant, weaviate. Experience falls within the desired range. Career history shows good alignment with the JD. Currently marked as open to work. Some experience is outside the primary focus of the role. Overall, this profile is a good match for the position."
CAND_0047542,57,44.6064,"5.0 years of professional experience. Currently works as senior software engineer (ml) at meesho. Matches important JD skills including embeddings, lora, peft, qlora, weaviate. Experience falls within the desired range. Career history demonstrates partial alignment with the JD. Currently marked as open to work. Some experience is outside the primary focus of the role. Overall, this profile is a good match for the position."
CAND_0025640,58,44.5985,"5.6 years of professional experience. Currently works as ai research engineer at hcl. Matches important JD skills including elasticsearch, faiss, opensearch, peft. Experience falls within the desired range. Career history demonstrates partial alignment with the JD. Currently marked as open to work. Short notice period supports faster availability. Some experience is outside the primary focus of the role. Overall, this profile is a good match for the position."
CAND_0076482,59,44.5642,"6.6 years of professional experience. Currently works as ml engineer at flipkart. Matches important JD skills including embeddings, opensearch, pinecone, qlora. Experience falls within the desired range. Career history demonstrates partial alignment with the JD. Has experience in product-focused engineering environments. Most experience appears to come from service-based organizations. Shows strong GitHub activity. Currently marked as open to work. Some experience is outside the primary focus of the role. Overall, this profile is a good match for the position."
CAND_0024620,60,44.5619,"5.9 years of professional experience. Currently works as ai engineer at pharmeasy. Matches important JD skills including elasticsearch, peft, python, qlora. Experience falls within the desired range. Career history demonstrates partial alignment with the JD. Currently marked as open to work. Some experience is outside the primary focus of the role. Overall, this profile is a good match for the position."
CAND_0073883,61,44.5266,"5.3 years of professional experience. Currently works as ai specialist at krutrim. Matches important JD skills including faiss, opensearch, peft, python. Experience falls within the desired range. Career history demonstrates partial alignment with the JD. Has experience in product-focused engineering environments. Shows strong GitHub activity. Currently marked as open to work. Overall, this profile meets several important requirements but has more gaps than higher-ranked candidates."
CAND_0017960,62,44.4745,"7.7 years of professional experience. Currently works as recommendation systems engineer at nykaa. Matches important JD skills including peft, python, qdrant, qlora. Experience falls within the desired range. Career history demonstrates partial alignment with the JD. Shows strong GitHub activity. Currently marked as open to work. Some experience is outside the primary focus of the role. Overall, this profile meets several important requirements but has more gaps than higher-ranked candidates."
CAND_0040117,63,44.3841,"6.5 years of professional experience. Currently works as recommendation systems engineer at phonepe. Matches important JD skills including embeddings, faiss, lora, qlora. Experience falls within the desired range. Career history demonstrates partial alignment with the JD. Has experience in product-focused engineering environments. Currently marked as open to work. Short notice period supports faster availability. Some experience is outside the primary focus of the role. Overall, this profile meets several important requirements but has more gaps than higher-ranked candidates."
CAND_0022852,64,44.3078,"5.4 years of professional experience. Currently works as ai research engineer at zomato. Matches important JD skills including peft, pinecone, python, qlora. Experience falls within the desired range. Career history demonstrates partial alignment with the JD. Has experience in product-focused engineering environments. Some experience is outside the primary focus of the role. Overall, this profile meets several important requirements but has more gaps than higher-ranked candidates."
CAND_0081053,65,44.2213,"5.4 years of professional experience. Currently works as nlp engineer at glance. Matches important JD skills including lora, opensearch, qdrant, qlora, weaviate. Experience falls within the desired range. Career history demonstrates partial alignment with the JD. Shows strong GitHub activity. Currently marked as open to work. Some experience is outside the primary focus of the role. Overall, this profile meets several important requirements but has more gaps than higher-ranked candidates."
CAND_0049538,66,44.1879,"5.8 years of professional experience. Currently works as applied ml engineer at saarthi.ai. Matches important JD skills including elasticsearch, embeddings, milvus, opensearch, qlora. Experience falls within the desired range. Career history demonstrates partial alignment with the JD. Shows strong GitHub activity. Short notice period supports faster availability. Some experience is outside the primary focus of the role. Overall, this profile meets several important requirements but has more gaps than higher-ranked candidates."
CAND_0044855,67,44.1464,"6.6 years of professional experience. Currently works as senior data scientist at flipkart. Matches important JD skills including embeddings, opensearch, pinecone, qdrant, qlora. Experience falls within the desired range. Career history demonstrates partial alignment with the JD. Has experience in product-focused engineering environments. Some experience is outside the primary focus of the role. Overall, this profile meets several important requirements but has more gaps than higher-ranked candidates."
CAND_0008486,68,44.1294,"7.9 years of professional experience. Currently works as software engineer at pharmeasy. Matches important JD skills including faiss, milvus, pinecone, qdrant. Experience falls within the desired range. Career history demonstrates partial alignment with the JD. Has experience in product-focused engineering environments. Currently marked as open to work. Overall, this profile meets several important requirements but has more gaps than higher-ranked candidates."
CAND_0089495,69,44.0145,"4.3 years of professional experience. Currently works as senior software engineer (ml) at swiggy. Matches important JD skills including embeddings, faiss, lora, milvus, python. Career history demonstrates partial alignment with the JD. Has experience in product-focused engineering environments. Shows strong GitHub activity. Currently marked as open to work. Overall, this profile meets several important requirements but has more gaps than higher-ranked candidates."
CAND_0013536,70,43.9876,"14.1 years of professional experience. Currently works as applied ml engineer at haptik. Matches important JD skills including elasticsearch, embeddings, faiss, milvus, pinecone. Career history demonstrates partial alignment with the JD. Shows strong GitHub activity. Currently marked as open to work. Some experience is outside the primary focus of the role. Overall, this profile meets several important requirements but has more gaps than higher-ranked candidates."
CAND_0058688,71,43.9521,"6.7 years of professional experience. Currently works as ai engineer at vedantu. Matches important JD skills including embeddings, milvus, qlora. Experience falls within the desired range. Career history demonstrates partial alignment with the JD. Currently marked as open to work. Short notice period supports faster availability. Some experience is outside the primary focus of the role. Overall, this profile meets several important requirements but has more gaps than higher-ranked candidates."
CAND_0052744,72,43.914,"4.9 years of professional experience. Currently works as senior software engineer (ml) at niramai. Matches important JD skills including peft, pinecone, qlora, weaviate. Experience falls within the desired range. Career history demonstrates partial alignment with the JD. Currently marked as open to work. Some experience is outside the primary focus of the role. Overall, this profile meets several important requirements but has more gaps than higher-ranked candidates."
CAND_0040200,73,43.8339,"5.5 years of professional experience. Currently works as ai research engineer at pharmeasy. Matches important JD skills including faiss, lora, milvus, python, weaviate. Experience falls within the desired range. Career history demonstrates partial alignment with the JD. Currently marked as open to work. Some experience is outside the primary focus of the role. Overall, this profile meets several important requirements but has more gaps than higher-ranked candidates."
CAND_0081686,74,43.715,"6.0 years of professional experience. Currently works as search engineer at netflix. Matches important JD skills including embeddings, faiss, milvus, python, qlora. Experience falls within the desired range. Career history demonstrates partial alignment with the JD. Some experience is outside the primary focus of the role. Overall, this profile meets several important requirements but has more gaps than higher-ranked candidates."
CAND_0016659,75,43.6981,"4.4 years of professional experience. Currently works as ml engineer at glance. Matches important JD skills including faiss, peft, pinecone, weaviate. Career history demonstrates partial alignment with the JD. Has experience in product-focused engineering environments. Currently marked as open to work. Overall, this profile meets several important requirements but has more gaps than higher-ranked candidates."
CAND_0011432,76,43.6445,"7.6 years of professional experience. Currently works as senior data scientist at amazon. Matches important JD skills including elasticsearch, opensearch, peft, qlora. Experience falls within the desired range. Career history demonstrates partial alignment with the JD. Has experience in product-focused engineering environments. Currently marked as open to work. Some experience is outside the primary focus of the role. Overall, this profile meets several important requirements but has more gaps than higher-ranked candidates."
CAND_0015578,77,43.6175,"5.4 years of professional experience. Currently works as ai engineer at zoho. Matches important JD skills including embeddings, faiss, pinecone, qlora. Experience falls within the desired range. Career history demonstrates partial alignment with the JD. Currently marked as open to work. Some experience is outside the primary focus of the role. Overall, this profile meets several important requirements but has more gaps than higher-ranked candidates."
CAND_0014440,78,43.6051,"6.4 years of professional experience. Currently works as recommendation systems engineer at cred. Matches important JD skills including elasticsearch, faiss, milvus, qdrant. Experience falls within the desired range. Career history demonstrates partial alignment with the JD. Shows strong GitHub activity. Currently marked as open to work. Some experience is outside the primary focus of the role. Overall, this profile meets several important requirements but has more gaps than higher-ranked candidates."
CAND_0007460,79,43.5836,"4.7 years of professional experience. Currently works as ai engineer at salesforce. Matches important JD skills including embeddings, lora, peft, weaviate. Career history demonstrates partial alignment with the JD. Shows strong GitHub activity. Currently marked as open to work. Some experience is outside the primary focus of the role. Overall, this profile meets several important requirements but has more gaps than higher-ranked candidates."
CAND_0073314,80,43.4775,"5.2 years of professional experience. Currently works as senior software engineer (ml) at aganitha. Matches important JD skills including elasticsearch, milvus, peft, weaviate. Experience falls within the desired range. Career history demonstrates partial alignment with the JD. Shows strong GitHub activity. Currently marked as open to work. Overall, this profile meets several important requirements but has more gaps than higher-ranked candidates."
CAND_0013393,81,43.4735,"5.3 years of professional experience. Currently works as ml engineer at freshworks. Matches important JD skills including embeddings, milvus, opensearch, pinecone, qdrant. Experience falls within the desired range. Career history shows good alignment with the JD. Currently marked as open to work. Some experience is outside the primary focus of the role. Overall, this profile meets several important requirements but has more gaps than higher-ranked candidates."
CAND_0061265,82,43.4015,"6.6 years of professional experience. Currently works as recommendation systems engineer at zoho. Matches important JD skills including embeddings, milvus, qdrant, qlora. Experience falls within the desired range. Career history demonstrates partial alignment with the JD. Shows strong GitHub activity. Currently marked as open to work. Some experience is outside the primary focus of the role. Overall, this profile meets several important requirements but has more gaps than higher-ranked candidates."
CAND_0047521,83,43.2728,"4.4 years of professional experience. Currently works as junior ml engineer at hcl. Matches important JD skills including embeddings, lora, milvus, pinecone. Career history demonstrates partial alignment with the JD. Shows strong GitHub activity. Currently marked as open to work. Some experience is outside the primary focus of the role. Overall, this profile meets several important requirements but has more gaps than higher-ranked candidates."
CAND_0020350,84,43.1611,"5.8 years of professional experience. Currently works as ai engineer at zoho. Matches important JD skills including faiss, lora, peft. Experience falls within the desired range. Career history demonstrates partial alignment with the JD. Currently marked as open to work. Short notice period supports faster availability. Some experience is outside the primary focus of the role. Overall, this profile meets several important requirements but has more gaps than higher-ranked candidates."
CAND_0096172,85,43.1611,"5.2 years of professional experience. Currently works as nlp engineer at krutrim. Matches important JD skills including elasticsearch, opensearch, python, qdrant. Experience falls within the desired range. Career history demonstrates partial alignment with the JD. Shows strong GitHub activity. Some experience is outside the primary focus of the role. Overall, this profile meets several important requirements but has more gaps than higher-ranked candidates."
